LEGACY_ID,COMPANY_NAME,STREET,POSTAL_CODE,CITY,COUNTRY,PHONE,EMAIL,VAT_ID,IBAN,PAYMENT_TERMS,CREDIT_LIMIT,CURRENCY
KD-10158,Schmidt Textil AG,Industriestraße 148,40213,Düsseldorf,DE,+49 030 2330574,info@schmidt.net,DE311216762,DE26424452094152030787,NET60,145207.79,EUR
KD-10159,Wagner Maschinenbau e.K.,Hauptstraße 107,10115,Berlin,DE,+49 0711 3927705,info@wagner.net,DE450845282,DE61136352418082113832,NET30,22003.62,EUR
KD-10160,Baubetrieb Wolf KG,Hauptstraße 40,,,DE,,,DE000000000,DE1765718472,NET14,32818.32,EUR
KD-10161,Schäfer & Schäfer KG,Goethestraße 93,80331,München,DE,+49 069 8602780,info@schäfer.net,DE455236071,DE14408704928350528826,IMMEDIATE,108278.66,EUR
KD-10162,Maschinenbaubetrieb Fischer OHG,Hauptstraße 140,28195,Bremen,DE,+49 089 3050551,info@maschinenbaubetrieb.de,DE489230129,DE21302122686274939883,IMMEDIATE,44963.03,EUR
KD-10163,Schulz & Schäfer AG,Gartenstraße 55,70173,Stuttgart,DE,+49 0711 7526804,info@schulz.net,DE861962399,DE37425592718987929730,NET60,159014.42,EUR
KD-10164,Handelbetrieb Weber e.K.,Goethestraße 6,10115,Berlin,DE,+49 0221 1515171,info@handelbetrieb.net,DE344938495,DE58857257886909840364,NET60,143306.52,EUR
KD-10165,Automotivebetrieb Becker KG,Goethestraße 23,04109,Leipzig,DE,+49 089 6034585,info@automotivebetrieb.com,DE635369137,DE71390728064396586867,NET60,5766.74,EUR
KD-10166,Koch AG,Industriestraße 39,04109,Leipzig,DE,+49 069 1409768,info@koch.de,DE889744972,DE65583672862885818293,NET30,31009.94,EUR
KD-10167,Fischer & Schwarz GmbH,Hauptstraße 35,30159,Hannover,DE,+49 0221 1257628,info@fischer.de,DE544745540,DE84555722564843893593,IMMEDIATE,121060.06,EUR
KD-10168,Schwarz e.K.,Industriestraße 136,53111,Bonn,DE,+49 089 9400835,info@schwarz.net,,DE97103450101768718380,NET60,168716.81,EUR
KD-10169,Schäfer e.K.,Ringstraße 11,80331,München,DE,+49 069 1177672,info@schäfer.com,384163933,DE81157972245500510674,2/10NET30,111074.07,EUR
KD-10170,ITbetrieb Wolf GmbH & Co. KG,Goethestraße 97,55116,Mainz,DE,+49 030 5011289,info@itbetrieb.de,DE262388813,DE62619526798563256958,NET14,165983.37,EUR
KD-10171,Hoffmann Maschinenbau GmbH & Co. KG,Ringstraße 140,50667,Köln,DE,+49 0231 9558548,info@hoffmann.net,DE817273443,DE70523612883481231799,2/10NET30,50714.74,EUR
KD-10172,Schäfer Bau OHG,Gartenstraße 147,45127,Essen,DE,+49 0711 9758433,info@schäfer.net,DE445891643,DE70196630216432835085,NET14,199885.19,EUR
KD-10173,Schwarz & Schäfer OHG,Marktplatz 93,80331,München,DE,+49 030 6401643,info@schwarz.net,DE285061792,DE91304624502976968177,2/10NET30,28991.63,EUR
KD-10174,Schulz Handel KG,Industriestraße 116,60311,Frankfurt am Main,DE,+49 069 8486017,info@schulz.com,DE424700246,DE45707744663844290228,2/10NET30,147482.41,EUR
KD-10175,Schwarz & Fischer e.K.,Goethestraße 15,70173,Stuttgart,DE,+49 0221 1013554,info@schwarz.net,DE355152490,DE12935834876931921950,IMMEDIATE,39793.74,EUR
KD-10176,Schulz IT AG,Ringstraße 11,55116,Mainz,DE,+49 0231 7303642,,783053288,DE3527220196,NET60,194107.78,EUR
KD-10177,Schulz & Schäfer GmbH & Co. KG,Industriestraße 115,90402,Nürnberg,DE,+49 0711 2187488,info@schulz.de,DE864392519,DE95878750082599256656,2/10NET30,81685.65,EUR
KD-10178,Handelbetrieb Lang OHG,Gartenstraße 35,90402,Nürnberg,DE,+49 0231 7670864,info@handelbetrieb.de,DE568280628,DE32656859579568160073,IMMEDIATE,151796.01,EUR
KD-10179,Becker OHG,Hauptstraße 27,10115,Berlin,DE,+49 0221 2294141,info@becker.de,DE454497661,DE25620080138601569252,2/10NET30,22208.8,EUR
